round,player1_stack,opponent_stack,winner,actions
785,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
786,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
787,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
788,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
789,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
790,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
791,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
792,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
793,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
794,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
795,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
796,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
797,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
798,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
799,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
800,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
801,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
802,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
803,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
804,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
805,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
806,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
807,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
808,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
809,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
810,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
811,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
812,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
813,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
814,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
815,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
816,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
817,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
818,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
819,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
820,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
821,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
822,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
823,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
824,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
825,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
826,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
827,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
828,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
829,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
830,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
831,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
832,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
833,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
834,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
835,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
836,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
837,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
838,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
839,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
840,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
841,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
842,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
843,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
844,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
845,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
846,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
847,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
848,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
849,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
850,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
851,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
852,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
853,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
854,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
855,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
856,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
857,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
858,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
859,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
860,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
861,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
862,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
863,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
864,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
865,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
866,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
867,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
868,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
869,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
870,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
871,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
872,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
873,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
874,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
875,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
876,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
877,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
878,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
879,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
880,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
881,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
882,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
883,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
884,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
885,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
886,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
887,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
888,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
889,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
890,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
891,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
892,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
893,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
894,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
895,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
896,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
897,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
898,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
899,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
900,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
901,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
902,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
903,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
904,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
905,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
906,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
907,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
908,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
909,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
910,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
911,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
912,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
913,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
914,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
915,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
916,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
917,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
918,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
919,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
920,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
921,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
922,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
923,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
924,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
925,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
926,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
927,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
928,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
929,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
930,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
931,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
932,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
933,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
934,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
935,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
936,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
937,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
938,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
939,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
940,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
941,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
942,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
943,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
944,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
945,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
946,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
947,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
948,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
949,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
950,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
951,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
952,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
953,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
954,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
955,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
956,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
957,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
958,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
959,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
960,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
961,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
962,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
963,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
964,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
965,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
966,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
967,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
968,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
969,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
970,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
971,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
972,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
973,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
974,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
975,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
976,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
977,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
978,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
979,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
980,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
981,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
982,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
983,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
984,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
985,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
986,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
987,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
988,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
989,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
990,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
991,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
992,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
993,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
994,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
995,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
996,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
997,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
998,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
999,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
1000,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
