round,player1_stack,opponent_stack,winner,actions
785,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
786,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
787,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
788,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
789,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
790,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
791,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
792,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
793,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
794,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
795,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
796,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
797,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
798,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
799,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
800,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
801,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
802,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
803,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
804,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
805,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
806,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
807,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
808,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
809,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
810,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
811,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
812,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
813,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
814,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
815,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
816,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
817,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
818,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
819,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
820,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
821,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
822,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
823,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
824,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
825,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
826,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
827,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
828,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
829,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
830,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
831,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
832,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
833,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
834,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
835,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
836,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
837,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
838,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
839,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
840,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
841,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
842,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
843,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
844,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
845,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
846,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
847,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
848,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
849,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
850,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
851,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
852,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
853,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
854,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
855,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
856,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
857,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
858,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
859,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
860,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
861,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
862,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
863,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
864,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
865,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
866,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
867,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
868,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
869,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
870,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
871,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
872,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
873,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
874,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
875,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
876,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
877,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
878,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
879,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
880,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
881,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
882,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
883,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
884,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
885,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
886,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
887,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
888,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
889,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
890,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
891,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
892,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
893,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
894,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
895,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
896,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
897,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
898,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
899,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
900,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
901,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
902,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
903,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
904,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
905,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
906,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
907,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
908,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
909,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
910,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
911,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
912,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
913,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
914,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
915,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
916,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
917,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
918,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
919,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
920,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
921,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
922,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
923,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
924,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
925,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
926,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
927,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
928,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
929,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
930,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
931,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
932,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
933,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
934,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
935,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
936,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
937,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
938,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
939,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
940,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
941,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
942,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
943,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
944,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
945,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
946,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
947,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
948,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
949,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
950,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
951,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
952,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
953,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
954,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
955,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
956,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
957,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
958,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
959,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
960,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
961,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
962,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
963,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
964,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
965,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
966,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
967,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
968,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
969,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
970,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
971,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
972,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
973,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
974,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
975,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
976,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
977,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
978,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
979,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
980,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
981,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
982,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
983,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
984,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
985,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
986,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
987,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
988,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
989,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
990,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
991,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
992,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
993,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
994,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
995,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
996,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
997,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
998,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
999,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
1000,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
